0,0
1,1
2,2
3,2
4,3
5,4
6,5
7,4
8,0
9,6
10,7
11,8
12,9
13,10
14,11
15,12
16,13
17,14
18,15
19,16
20,17
21,18
22,16
23,19
24,4
25,20
26,21
27,22
28,23
29,1
30,24
31,25
32,26
33,27
34,1
35,28
36,2
37,2
38,12
39,29
40,20
41,30
42,31
43,32
44,33
45,34
46,35
47,36
48,37
49,23
50,38
51,15
52,39
53,12
54,40
55,16
56,41
57,1
58,42
59,41
60,1
61,25
62,43
63,5
64,29
65,44
66,44
67,4
68,3
69,41
70,45
71,46
72,8
73,47
74,1
75,48
76,49
77,50
78,16
79,51
80,52
81,53
82,54
83,55
84,56
85,41
86,57
87,2
88,58
89,59
90,60
91,31
92,2
93,61
94,62
95,63
96,64
97,1
98,13
99,65
100,33
101,33
102,66
103,67
104,68
105,69
106,18
107,70
108,5
109,15
110,71
111,72
112,26
113,71
114,45
115,73
116,74
117,75
118,76
119,77
120,78
121,71
122,79
123,21
124,41
125,80
126,41
127,64
128,81
129,53
130,82
131,83
132,84
133,85
134,86
135,29
136,40
137,87
138,57
139,88
140,89
141,41
142,90
143,1
144,33
145,91
146,92
147,46
148,93
149,44
150,94
151,84
152,91
153,20
154,16
155,13
156,2
157,95
158,1
159,39
160,96
161,40
162,15
163,97
164,98
165,73
166,74
167,41
168,99
169,100
170,101
171,4
172,102
173,42
174,73
175,103
176,104
177,105
178,106
179,13
180,36
181,1
182,15
183,107
184,12
185,108
186,94
187,90
188,108
189,109
190,33
191,110
192,12
193,111
194,112
195,39
196,113
197,114
198,33
199,115
200,1
201,4
202,2
203,73
204,116
205,41
206,1
207,1
208,117
209,41
210,31
211,118
212,9
213,78
214,1
215,71
216,15
217,112
218,119
219,120
220,121
221,122
222,123
223,2
224,124
225,125
226,117
227,20
228,69
229,126
230,4
231,4
232,33
233,40
234,127
235,15
236,128
237,129
238,40
239,2
240,130
241,131
242,107
243,132
244,2
245,133
246,94
247,134
248,94
249,79
250,44
251,135
252,78
253,136
254,5
255,79
256,25
257,41
258,137
259,26
260,40
261,57
262,138
263,1
264,107
265,19
266,139
267,140
268,41
269,141
270,142
52,2
271,129
272,51
273,143
274,90
275,144
276,44
277,1
278,145
279,4
280,146
281,41
282,12
283,112
284,46
285,83
286,141
287,12
288,4
289,94
290,136
291,26
292,147
293,27
294,148
295,126
296,40
297,38
298,1
299,149
300,51
301,41
302,150
303,71
304,15
305,12
306,46
307,2
308,117
309,151
310,82
311,46
312,100
313,152
314,43
315,146
316,45
317,2
318,5
319,153
320,154
321,100
322,1
323,100
324,155
325,2
326,59
327,156
328,2
329,4
330,157
331,2
332,2
333,158
334,71
335,2
336,159
337,5
338,36
339,160
340,161
341,4
342,162
343,163
344,164
345,32
346,41
347,165
348,82
349,166
350,16
351,55
352,167
353,29
354,168
355,129
356,7
357,169
358,39
359,19
360,90
361,170
362,171
363,1
364,33
365,31
366,1
367,4
368,5
369,172
370,173
371,57
372,174
373,107
374,175
375,176
376,177
377,178
378,179
379,136
380,5
381,180
382,4
383,34
384,78
385,18
386,71
387,2
388,34
389,65
390,181
391,57
392,155
393,127
394,134
395,182
396,183
397,33
398,184
399,185
400,186
401,100
402,11
403,4
404,40
405,14
406,39
407,2
408,98
409,48
410,187
411,100
412,13
413,188
414,109
415,189
416,190
417,3
418,191
419,46
420,192
421,1
422,57
423,28
424,0
425,105
426,61
427,51
428,15
429,193
430,78
431,194
432,4
433,195
434,196
435,197
436,63
437,198
438,57
439,171
440,71
441,44
442,199
443,29
444,121
445,49
446,26
358,2
447,56
448,2
449,21
450,193
451,21
452,4
453,200
454,26
455,87
456,201
457,31
458,33
459,166
460,202
461,36
462,18
463,203
464,32
465,204
466,1
467,3
468,205
469,65
470,14
471,206
472,13
473,78
474,207
475,41
476,208
477,16
478,73
479,65
480,209
481,3
482,210
483,211
484,57
485,95
486,82
487,212
488,213
489,3
490,214
491,12
492,82
493,14
494,215
495,51
496,3
497,57
498,122
499,1
500,40
501,1
502,125
503,166
504,78
505,57
506,216
507,188
508,2
509,12
510,217
511,63
512,218
513,219
514,129
515,220
516,221
517,56
518,192
519,222
520,40
521,46
522,223
523,2
524,2
525,23
526,71
527,87
528,127
529,104
530,1
531,224
532,44
533,225
534,16
535,100
536,41
537,112
538,33
539,29
540,191
541,41
542,5
543,226
544,149
545,193
546,227
547,45
548,100
549,64
550,228
551,229
552,230
553,108
554,9
555,40
556,219
557,143
558,231
559,191
560,162
561,156
562,57
563,175
564,121
565,232
566,2
567,21
568,233
569,234
570,235
445,129
571,29
572,236
573,237
574,100
575,107
576,238
577,1
578,239
579,240
580,241
581,29
582,44
583,12
584,242
585,243
586,144
587,2
588,5
589,86
590,244
591,245
592,41
593,246
594,76
595,49
596,98
597,40
598,51
599,107
600,136
601,2
602,40
603,16
604,247
605,59
606,248
607,87
608,26
609,249
610,250
611,1
612,26
613,12
614,127
615,134
616,43
617,251
618,84
619,4
620,252
621,253
622,254
623,14
624,171
625,200
626,15
627,112
628,112
629,255
630,256
631,6
632,53
633,2
634,3
635,142
636,213
637,4
638,163
639,2
640,84
641,1
642,257
643,1
644,166
645,33
646,76
647,224
648,71
649,63
650,1
651,258
652,259
653,134
654,43
655,1
656,41
657,16
658,46
659,181
660,12
661,45
662,175
663,260
664,2
665,33
666,12
667,8
668,130
669,4
670,44
671,2
672,5
673,261
674,84
675,84
676,112
677,26
678,262
679,2
680,12
681,53
682,40
683,263
684,264
685,19
686,44
687,44
688,1
689,13
690,98
691,265
692,266
693,12
694,267
695,268
696,241
697,2
698,236
699,144
700,177
701,135
702,1
703,57
704,269
705,101
706,175
707,210
708,46
709,57
710,29
711,57
712,1
713,242
714,1
715,107
716,270
717,112
718,69
719,122
720,15
721,271
722,45
723,39
724,27
725,272
726,41
727,13
728,152
729,5
730,112
731,4
732,3
733,25
734,12
735,273
736,274
737,101
738,275
739,100
740,1
741,276
742,112
743,277
744,57
745,16
746,127
747,94
748,84
749,33
750,1
751,41
752,3
753,169
754,45
755,140
756,91
757,278
758,55
759,1
760,73
761,4
762,40
763,267
764,43
765,44
766,45
767,260
768,14
769,131
770,279
771,82
772,15
773,280
774,201
775,59
776,152
777,281
778,282
779,283
780,106
781,45
782,73
783,137
784,284
785,273
786,5
787,285
788,115
789,153
790,180
791,101
792,286
793,41
794,188
795,198
796,45
797,33
798,98
799,287
800,44
801,39
802,109
803,18
804,66
805,15
806,44
807,288
808,289
809,44
810,63
811,290
812,90
813,1
814,267
815,291
816,23
817,1
818,267
819,1
820,273
821,44
822,44
823,292
824,36
825,171
826,98
827,5
828,98
829,293
830,94
831,162
832,40
833,217
834,122
835,144
836,229
837,93
838,12
839,222
840,230
841,294
842,197
843,4
267,73
844,29
845,100
846,198
847,2
848,28
849,31
850,84
851,13
852,5
853,71
854,1
855,66
856,91
857,109
858,3
859,15
860,295
861,3
862,8
863,15
864,296
865,15
866,297
867,116
868,65
869,194
870,200
871,298
872,9
873,235
874,243
875,2
876,98
877,299
878,136
879,300
880,26
881,200
882,27
883,2
884,1
885,39
886,14
887,141
888,16
889,258
890,40
891,4
892,98
893,41
894,84
895,200
896,79
897,45
898,71
899,4
900,48
901,5
902,172
903,100
904,136
638,48
905,301
906,302
907,33
908,105
909,36
910,12
911,188
912,44
913,40
914,303
915,15
916,304
917,305
918,107
919,1
920,91
921,15
922,274
923,100
924,39
925,15
926,252
927,71
928,12
929,306
930,2
931,307
932,308
933,309
934,294
935,310
936,12
937,71
938,40
939,311
940,145
941,136
942,14
943,312
944,41
945,91
946,180
947,175
948,18
949,313
950,130
951,33
952,32
953,2
954,78
955,15
956,16
957,42
958,41
959,64
960,314
961,197
962,315
963,12
964,40
965,122
966,1
967,171
968,57
969,33
970,0
971,163
972,41
973,57
974,5
975,192
976,19
977,43
978,316
979,33
980,1
981,83
982,57
983,25
984,317
985,16
986,318
987,1
988,29
989,319
990,78
991,141
992,12
993,5
994,303
995,171
996,320
997,4
998,123
999,57
1000,16
1001,36
1002,78
1003,9
1004,44
1005,5
1006,316
1007,321
1008,41
1009,322
1010,2
1011,268
1012,14
1013,12
1014,169
1015,57
1016,41
1017,91
1018,6
1019,15
1020,127
1021,57
1022,5
1023,198
1024,9
1025,323
1026,40
1027,141
1028,95
1029,73
1030,324
1031,31
1032,28
1033,315
1034,73
1035,29
1036,13
1037,5
1038,147
1039,45
1040,316
1041,18
1042,40
1043,127
1044,325
1045,91
1046,326
1047,90
1048,39
1049,34
1050,125
1051,180
1052,57
1053,14
1054,142
1055,40
1056,327
1057,215
