0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,4
21,20
22,21
23,22
24,23
25,6
26,10
27,10
28,6
29,24
30,25
31,26
32,4
33,27
34,28
35,29
36,30
37,31
38,32
39,33
40,34
41,30
42,35
43,18
44,36
45,37
46,4
47,38
48,39
49,40
50,4
51,41
52,42
53,43
54,44
55,45
56,46
57,10
58,47
59,48
60,49
61,50
62,51
63,52
64,53
65,54
66,55
67,56
68,57
69,56
70,58
71,4
72,59
73,10
74,60
75,61
76,62
77,63
78,27
79,46
80,64
81,65
82,66
83,67
84,24
85,9
86,68
87,44
88,4
89,69
90,70
91,71
92,72
93,46
94,27
95,73
96,74
97,75
98,4
99,76
100,4
101,9
102,77
103,78
104,10
105,79
106,80
107,81
108,82
109,83
110,84
111,25
112,85
113,86
114,56
115,87
116,88
117,89
118,56
119,90
120,91
121,92
122,93
123,10
124,31
125,94
126,95
127,56
128,35
129,96
130,97
131,24
132,5
133,98
134,99
135,36
136,4
137,100
138,101
139,41
140,4
141,89
142,10
143,12
144,102
145,103
146,104
147,105
148,106
149,6
150,4
151,107
152,54
153,108
154,109
155,79
156,110
157,111
158,112
159,113
160,114
161,115
162,116
163,117
164,118
165,10
166,119
167,120
168,56
169,121
170,122
171,123
172,99
173,124
174,72
175,99
176,68
177,125
178,126
179,20
180,127
181,45
182,128
183,129
184,130
185,104
186,131
187,132
188,89
189,133
190,109
191,134
192,32
193,6
194,4
195,135
196,33
197,136
198,10
199,100
200,137
201,68
202,138
203,139
204,4
205,115
206,140
207,141
208,142
209,143
210,10
211,10
212,25
213,144
214,76
215,145
216,146
217,45
218,33
219,147
220,148
221,149
222,150
223,5
224,151
225,152
226,75
227,153
228,11
229,99
230,4
231,45
232,154
233,138
234,131
235,155
236,156
237,157
238,158
239,42
240,159
241,160
242,161
243,162
244,45
245,6
246,163
247,100
248,19
249,108
250,6
251,164
252,165
253,166
254,1
255,68
256,167
257,168
258,169
259,170
260,171
261,172
262,173
263,4
264,134
265,174
266,175
267,79
268,33
269,176
270,31
271,177
272,33
273,9
274,178
275,4
276,104
277,179
278,180
279,181
280,55
281,10
282,75
283,182
284,183
285,184
286,46
287,10
288,185
289,25
290,186
291,100
292,10
293,148
294,4
295,187
296,4
297,188
298,88
299,189
300,89
301,118
302,190
303,68
304,18
305,191
306,192
307,193
308,33
309,18
310,89
311,194
312,195
313,171
314,196
315,27
316,27
317,31
318,197
319,27
320,198
321,171
322,199
323,11
324,200
325,201
326,88
327,27
328,202
329,203
330,204
331,89
332,25
333,205
334,206
335,24
336,79
337,4
338,19
339,207
340,4
341,208
342,46
343,100
344,202
345,25
346,56
347,27
348,56
349,209
350,61
351,10
352,11
353,210
354,211
355,123
356,212
357,213
358,6
359,15
360,214
361,215
362,216
363,217
364,218
365,46
366,89
367,18
368,77
369,5
370,219
371,6
372,10
373,24
374,125
375,220
376,115
377,221
378,33
379,222
380,223
381,99
382,81
383,224
384,119
385,225
386,195
387,226
388,89
389,198
390,227
391,8
392,228
393,229
394,230
395,20
396,23
397,231
398,232
399,233
400,234
401,5
402,100
403,46
404,235
405,107
406,236
407,237
408,238
409,89
410,239
411,46
412,5
413,240
414,68
415,79
416,119
417,4
418,241
419,242
420,243
421,18
422,83
423,31
424,100
425,244
426,100
427,30
428,245
429,100
430,246
431,247
432,248
433,10
434,249
435,250
436,4
437,251
438,79
439,5
440,31
441,252
442,253
443,254
444,255
445,109
446,256
447,257
448,258
449,259
450,260
451,254
452,261
453,194
454,262
455,33
456,9
457,263
458,264
459,232
460,265
461,6
462,23
463,266
464,267
465,51
466,268
467,269
468,171
469,68
470,89
471,270
472,271
473,1
474,148
475,200
476,43
477,272
478,273
479,5
480,10
481,274
482,31
483,45
484,203
485,275
486,276
487,277
488,278
489,202
490,135
491,4
492,115
493,279
494,10
495,41
496,280
497,281
498,282
499,174
500,10
501,137
502,283
503,284
504,285
505,204
506,10
507,23
508,4
509,45
510,254
511,79
512,233
513,177
514,105
515,27
516,179
517,286
518,287
519,288
520,46
521,4
522,289
523,56
524,290
525,291
526,292
527,293
528,46
529,138
530,294
531,5
532,295
533,296
534,20
535,297
536,9
537,27
538,244
539,298
540,264
541,299
542,10
543,27
544,55
545,189
546,56
547,10
548,300
549,301
550,302
551,105
552,303
553,100
554,10
555,304
556,305
557,306
558,132
559,307
560,21
561,19
562,6
563,41
564,308
565,309
566,310
567,311
568,312
569,47
570,214
571,261
572,313
573,4
574,314
575,315
576,316
577,245
578,317
579,318
580,309
581,4
582,18
583,33
584,115
585,319
586,56
587,320
588,4
589,294
590,109
591,321
592,322
593,217
594,221
595,4
596,41
597,323
598,324
599,10
600,325
601,68
602,5
603,156
604,134
605,326
606,327
607,45
608,100
609,328
610,94
611,27
612,79
613,329
614,9
615,10
616,330
617,331
618,332
619,333
620,334
621,335
622,118
623,27
624,336
625,27
626,20
627,11
628,5
629,318
630,337
631,171
632,338
633,261
634,339
635,68
636,43
637,340
638,8
639,9
640,105
641,341
642,342
643,284
644,254
645,343
646,25
647,207
648,344
649,30
650,345
651,346
652,134
653,76
654,291
655,4
656,75
657,347
658,10
659,348
660,349
661,350
662,80
663,39
664,351
665,352
666,6
667,4
668,353
669,4
670,217
671,68
672,171
673,5
674,354
675,4
676,212
677,108
678,45
679,218
680,11
681,355
682,356
683,171
684,357
685,68
686,27
687,358
688,229
689,19
690,359
691,360
692,5
693,204
694,361
695,362
696,5
697,95
698,4
699,75
700,363
701,79
702,148
703,171
704,89
705,31
706,130
707,364
708,229
709,365
710,9
711,366
712,11
713,203
714,303
715,367
716,45
717,368
718,10
719,369
720,232
721,370
722,5
723,68
724,68
725,249
726,371
727,240
728,109
729,10
730,171
731,333
732,179
733,286
734,169
735,358
736,372
737,373
738,68
739,195
740,374
741,6
742,27
743,27
744,375
745,171
746,5
747,376
748,377
749,10
750,112
751,106
752,378
753,10
754,144
755,344
756,379
757,4
758,148
759,27
760,380
761,381
762,112
763,125
764,79
765,42
766,382
767,79
768,362
769,10
770,318
771,383
772,384
773,68
774,10
775,385
776,100
777,105
778,4
779,33
780,386
781,319
782,387
783,5
784,31
785,20
786,388
787,127
788,37
789,221
790,68
791,76
792,389
793,100
794,390
795,9
796,11
797,391
798,392
799,10
800,147
801,18
802,5
803,19
804,240
805,120
806,25
807,119
808,393
809,144
810,394
811,395
812,396
813,237
814,6
815,397
816,398
817,291
818,399
819,4
820,305
821,249
822,195
823,198
824,400
825,41
826,401
827,402
828,74
829,403
830,300
831,89
832,404
833,2
834,94
835,4
836,279
837,405
838,406
839,119
840,107
841,407
842,221
843,6
844,408
845,46
846,171
847,100
848,409
849,410
850,411
851,9
852,412
853,119
854,386
855,413
856,403
857,15
858,385
859,347
860,10
861,72
862,99
863,95
864,10
865,414
866,415
867,416
868,417
869,27
870,418
871,419
872,420
873,296
874,421
875,422
876,68
877,294
878,423
879,424
880,401
881,425
882,426
883,427
884,393
885,428
886,429
887,430
888,10
889,20
890,69
891,119
892,148
893,236
894,189
895,159
896,431
897,75
898,432
899,276
900,360
901,132
902,344
903,45
904,4
905,5
906,433
907,434
908,25
909,353
910,108
911,435
912,4
913,202
914,119
915,436
916,4
917,171
918,11
919,27
920,27
921,9
922,437
923,4
924,10
925,61
926,438
927,338
928,338
929,10
930,10
931,46
932,244
933,4
934,212
935,45
936,108
937,439
938,440
939,427
940,358
941,441
942,442
943,89
944,31
945,182
946,150
947,29
948,68
949,171
950,29
951,171
952,443
953,444
954,445
955,52
956,378
957,30
958,305
959,128
960,446
961,39
962,22
963,4
964,63
965,447
966,448
967,449
968,178
969,450
970,103
971,451
972,56
973,452
974,453
975,240
976,25
977,9
978,95
979,158
980,112
981,454
982,46
983,455
984,456
985,156
986,31
987,56
988,457
989,120
990,89
991,95
992,458
993,9
994,5
995,459
996,209
997,201
998,460
999,12
1000,119
1001,461
1002,462
1003,57
1004,10
1005,202
1006,463
1007,79
1008,22
1009,9
1010,37
1011,381
1012,290
1013,79
1014,95
1015,76
1016,12
1017,464
1018,430
1019,79
1020,465
1021,249
1022,466
1023,467
1024,215
1025,79
1026,20
1027,468
1028,68
1029,245
1030,469
1031,46
1032,68
1033,10
1034,470
1035,129
1036,471
1037,198
1038,52
1039,472
1040,473
1041,331
1042,474
1043,475
1044,344
1045,476
1046,171
1047,143
1048,342
1049,477
1050,5
1051,38
1052,327
1053,378
1054,6
1055,100
1056,478
1057,137
1058,69
1059,82
1060,365
1061,6
